COD_CLIENTE,NATURA_GIURIDICA,PV,CODICE_ISTAT,FIDO_PAYLINE,DECISIONE,VALUTAZIONE_TEMPI_PAG,GG_PATTUITI,GG_RITARDO,FATTURATO,FATTURATO_MESE,CLASSE_RISCHIO,CLASSE_RISCHIO_DESCR
5182,,PC,,4833.0,Accordabile,Prevalentemente regolari,22.0,20.0,"4469,46","27,9",4,Affidabile
5183,S.r.l.,LU,6831/07,1500.0,Accordabile,Regolari,22.0,0.0,"1527,85","159,13",4,Affidabile
5184,Indiv.,BS,561011/07,0.0,Non accordabile,,28.0,1054.0,"400,18",0,6,Non operativa
5185,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1162,34","66,6",4,Affidabile
5186,,PR,,6000.0,Accordabile,Regolari,25.0,3.0,"514,95",0,4,Affidabile
5187,,PR,,4200.0,Accordabile,Regolari,24.0,42.0,"1138,35",0,4,Affidabile
5188,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"335,95",0,4,Affidabile
5189,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"347,58",0,4,Affidabile
5190,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"349,64",0,4,Affidabile
5191,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"700,56",0,4,Affidabile
5192,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"376,96",0,4,Affidabile
5193,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"426,4",0,4,Affidabile
5194,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"629,42",0,4,Affidabile
5195,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"364,34",0,4,Affidabile
5196,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1513,64",0,4,Affidabile
5197,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"2247,91",0,4,Affidabile
5198,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1202,04",0,4,Affidabile
5199,,PR,,3225.0,Accordabile,Regolari,24.0,81.0,"625,69",0,4,Affidabile
5200,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"359,59",0,4,Affidabile
5201,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1154,63",0,4,Affidabile
5202,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"357,99",0,4,Affidabile
5203,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"389,78",0,4,Affidabile
5204,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"746,09",0,4,Affidabile
5205,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"386,97",0,4,Affidabile
5206,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"384,62",0,4,Affidabile
5207,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1015,71",0,4,Affidabile
5208,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"968,99",0,4,Affidabile
5209,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1076,38",0,4,Affidabile
5210,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"319,49",0,4,Affidabile
5211,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"402,52",0,4,Affidabile
5212,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"625,53",0,4,Affidabile
5213,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"993,89",0,4,Affidabile
5214,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"386,35",0,4,Affidabile
5215,,PR,,5000.0,Accordabile,Regolari,24.0,12.0,"671,29",0,4,Affidabile
5216,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"446,17",0,4,Affidabile
5217,,PR,,5959.0,Accordabile,Regolari,24.0,16.0,"351,53",0,4,Affidabile
5218,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1044,06",0,4,Affidabile
5219,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"333,31",0,4,Affidabile
5220,,PC,,6000.0,Accordabile,Regolari,24.0,0.0,"695,75",0,4,Affidabile
5221,,PR,,5000.0,Accordabile,Prevalentemente regolari,22.0,0.0,"7744,14","1059,76",4,Affidabile
5222,,PR,,5000.0,Accordabile,Regolari,21.0,11.0,"593,16","55,3",4,Affidabile
5223,S.a.s.,PC,563/07,2500.0,Accordabile,Prevalentemente regolari,21.0,0.0,"269,13",0,4,Affidabile
5224,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"401,07",0,4,Affidabile
5225,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"4131,12","442,14",4,Affidabile
5226,,PR,,6000.0,Accordabile,Regolari,22.0,0.0,"7950,45","911,18",4,Affidabile
5227,,PR,,5000.0,Accordabile,Regolari,23.0,4.0,"728,74",0,4,Affidabile
5228,Ente,TO,854/07,2500.0,Da ridurre,Regolari,31.0,0.0,"34216,83","9411,18",4,Affidabile
5229,S.r.l.,PC,561011/07,0.0,Non accordabile,Ritardi,24.0,57.0,"2852,83",0,6,Non operativa
5230,S.r.l.,PR,47721/07,3000.0,Accordabile,Regolari,23.0,0.0,"1173,66","79,51",4,Affidabile
5231,,PC,,4966.0,Accordabile,Regolari,25.0,16.0,"1088,95",0,4,Affidabile
5232,,PC,,5000.0,Accordabile,,25.0,0.0,"344,56",0,4,Affidabile
5233,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"341,46",0,4,Affidabile
5234,,PC,,4566.0,Accordabile,Prevalentemente regolari,25.0,28.0,"955,55",0,4,Affidabile
5235,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"379,82",0,4,Affidabile
5236,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"499,89",0,4,Affidabile
5237,,PC,,5000.0,Accordabile,Regolari,25.0,0.0,"880,31",0,4,Affidabile
5238,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"974,73",0,4,Affidabile
5239,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"1603,47",0,4,Affidabile
5240,,PC,,6000.0,Accordabile,Regolari,24.0,1.0,"443,76",0,4,Affidabile
5241,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"506,86",0,4,Affidabile
5242,,PC,,4933.0,Accordabile,Regolari,25.0,17.0,"1562,04",0,4,Affidabile
5243,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"357,42",0,4,Affidabile
5244,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"713,15",0,4,Affidabile
5245,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"365,2",0,4,Affidabile
5246,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"920,83",0,4,Affidabile
5247,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"428,98",0,4,Affidabile
5248,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"521,88",0,4,Affidabile
5249,,PC,,6000.0,Accordabile,Regolari,24.0,0.0,"491,78",0,4,Affidabile
5250,Ente,PC,552051/07,6600.0,Accordabile,Regolari,24.0,0.0,"5324,94","79,09",4,Affidabile
5251,S.r.l.,PC,749021/07,38400.0,Accordabile,Regolari,22.0,1.0,"1430,51","744,05",4,Affidabile
5252,S.r.l.,PC,4665/07,10000.0,Accordabile,Regolari,22.0,0.0,"13364,89","1865,01",4,Affidabile
5253,,PC,,6000.0,Accordabile,Regolari,23.0,0.0,"735,82","39,83",4,Affidabile
5254,,PC,,6000.0,Accordabile,Regolari,24.0,0.0,"912,17",0,4,Affidabile
5255,,PC,,6000.0,Accordabile,Regolari,24.0,-9.0,"1570,32","38,01",4,Affidabile
5256,,PC,,6000.0,Accordabile,Regolari,24.0,0.0,"619,64",0,4,Affidabile
5257,,PC,,6000.0,Accordabile,Regolari,24.0,0.0,"2988,52","114,16",4,Affidabile
5258,S.n.c.,RE,,1500.0,Accordabile,Ritardi significativi,26.0,815.0,"1404,5",0,4,Affidabile
5259,S.r.l.,PC,85592/07,3900.0,Accordabile,Regolari,23.0,0.0,"4033,58","208,11",4,Affidabile
5260,,BA,,5000.0,Accordabile,,-1.0,-1.0,"9,42",0,4,Affidabile
5261,S.n.c.,PR,561011/07,0.0,Non accordabile,,-1.0,-1.0,"323,74",0,6,Non operativa
5262,S.r.l.u.s.,LO,96041/07,1500.0,Accordabile,Regolari,23.0,0.0,"3981,4","551,15",4,Affidabile
5263,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"5444,47","284,56",4,Affidabile
5264,S.r.l.,PR,561011/07,0.0,Non accordabile,Ritardi significativi,26.0,800.0,"5468,99",0,6,Non operativa
5265,,PC,,6000.0,Accordabile,Regolari,23.0,0.0,"14483,29","613,9",4,Affidabile
5266,,PC,,3000.0,Accordabile,Regolari,23.0,0.0,"9293,46","737,88",4,Affidabile
5267,,PC,,6000.0,Accordabile,Regolari,24.0,0.0,"2427,39",0,4,Affidabile
5268,S.a.s.,PC,47114/07,0.0,Non accordabile,Dilazionati,23.0,8.0,"18311,01","1692,66",2,Cautela
5269,S.r.l.,PC,701/07,0.0,Non accordabile,Prevalentemente regolari,23.0,38.0,"8127,83","3057,14",2,Cautela
5270,S.r.l.,MI,466999/07,4980.0,Accordabile,Regolari,22.0,0.0,"5017,5","564,29",4,Affidabile
5271,Indiv.,CR,47114/07,2500.0,Accordabile,Regolari,23.0,8.0,"3601,15","297,16",4,Affidabile
5272,Indiv.,RE,563/07,0.0,Non accordabile,,43.0,1008.0,"2180,21",0,6,Non operativa
5273,Semplice,PR,015/07,3115.0,Accordabile,Dilazionati,22.0,32.0,"1868,44","20,33",4,Affidabile
5274,Indiv.,PR,563/07,3000.0,Accordabile,Regolari,23.0,0.0,"6024,15","447,76",4,Affidabile
5275,S.a.s.,RE,561011/07,0.0,Non accordabile,Regolari,22.0,22.0,"3237,76","358,98",1,Non affidabile
5276,Indiv.,PR,47114/07,2466.0,Accordabile,Prevalentemente regolari,23.0,17.0,"4931,93","424,6",4,Affidabile
5277,S.r.l.s.,PR,6831/07,1500.0,Accordabile,,-1.0,-1.0,"267,38",0,2,Cautela
5278,Indiv.,PR,10711/07,4000.0,Accordabile,Dilazionati,21.0,0.0,"1799,49","198,18",4,Affidabile
5279,S.r.l.,PR,10711/07,1500.0,Accordabile,Prevalentemente regolari,21.0,23.0,"8792,18","920,85",4,Affidabile
5280,,PC,,5000.0,Accordabile,Regolari,24.0,-8.0,"647,65","24,2",4,Affidabile
5281,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"299,86",0,4,Affidabile
5282,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"707,9",0,4,Affidabile
5283,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1450,27",0,4,Affidabile
5284,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1081,97",0,4,Affidabile
5285,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"641,5",0,4,Affidabile
5286,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"2713,68",0,4,Affidabile
5287,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1144,29",0,4,Affidabile
5288,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"2492,74",0,4,Affidabile
5289,,PR,,5000.0,Accordabile,,-1.0,-1.0,"590,11",0,4,Affidabile
5290,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"322,61",0,4,Affidabile
5291,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"450,95",0,4,Affidabile
5292,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"800,52",0,4,Affidabile
5293,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1345,97",0,4,Affidabile
5294,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"761,94",0,4,Affidabile
5295,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"828,38",0,4,Affidabile
5296,,PR,,5479.0,Accordabile,Regolari,24.0,28.0,"2437,17",0,4,Affidabile
5297,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1432,97",0,4,Affidabile
5298,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"672,76",0,4,Affidabile
5299,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"350,24",0,4,Affidabile
5300,,PR,,6000.0,Accordabile,Regolari,22.0,-13.0,"600,89",0,4,Affidabile
5301,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1590,43",0,4,Affidabile
5302,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"756,21",0,4,Affidabile
5303,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1298,86",0,4,Affidabile
5304,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1282,3",0,4,Affidabile
5305,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"2262,61",0,4,Affidabile
5306,,PR,,5000.0,Accordabile,Regolari,24.0,0.0,"831,26",0,4,Affidabile
5307,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"631,12",0,4,Affidabile
5308,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"974,19",0,4,Affidabile
5309,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"439,88",0,4,Affidabile
5310,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"388,71",0,4,Affidabile
5311,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"621,22",0,4,Affidabile
5312,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"747,25",0,4,Affidabile
5313,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1481,7",0,4,Affidabile
5314,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"987,1",0,4,Affidabile
5315,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"696,85",0,4,Affidabile
5316,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"966,85",0,4,Affidabile
5317,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"392,91",0,4,Affidabile
5318,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"757,86",0,4,Affidabile
5319,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1320,61",0,4,Affidabile
5320,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1454,81",0,4,Affidabile
5321,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"689,11",0,4,Affidabile
5322,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"421,82",0,4,Affidabile
5323,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"746,57",0,4,Affidabile
5324,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"1065,63",0,4,Affidabile
5325,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"727,96",0,4,Affidabile
5326,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"424,67",0,4,Affidabile
5327,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"335,64",0,4,Affidabile
5328,S.r.l.,PC,5229/07,4380.0,Accordabile,Regolari,22.0,0.0,"9599,1","1217,91",4,Affidabile
5329,Ente,PC,5814/07,15000.0,Accordabile,Regolari,22.0,9.0,"11363,32","1049,49",4,Affidabile
5330,,PC,,5000.0,Accordabile,Regolari,21.0,9.0,"37782,42","5237,08",4,Affidabile
5331,,PC,,2500.0,Accordabile,Regolari,21.0,146.0,"-78,96","-96,97",4,Affidabile
5332,Ente,PC,5814/07,15000.0,Accordabile,Regolari,22.0,5.0,"2826,55","257,31",4,Affidabile
5333,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"1804,37","158,71",4,Affidabile
5334,Indiv.,PC,563/07,0.0,Non accordabile,,25.0,1063.0,"3487,92",0,1,Non affidabile
5335,Indiv.,PR,96012/07,3000.0,Accordabile,Regolari,25.0,0.0,"4315,42",0,4,Affidabile
5336,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"343,92",0,4,Affidabile
5337,Indiv.,CR,452091/07,2500.0,Accordabile,Regolari,0.0,0.0,"2914,07",0,4,Affidabile
5338,S.n.c.,PR,551/07,4100.0,Accordabile,Regolari,21.0,2.0,"7613,29","1837,37",4,Affidabile
5339,,PR,,6000.0,Accordabile,Regolari,25.0,9.0,"902,08",0,4,Affidabile
5340,,CR,,4966.0,Accordabile,Regolari,23.0,16.0,"1135,03","139,3",4,Affidabile
5341,S.r.l.,BS,433202/07,10500.0,Accordabile,Regolari,26.0,0.0,"1343,48","153,46",4,Affidabile
5342,Semplice,BS,0141/07,31800.0,Accordabile,Regolari,23.0,0.0,"8349,53","813,23",4,Affidabile
5343,S.r.l.,PR,561011/07,0.0,Non accordabile,Regolari,22.0,12.0,"45122,16","7612,52",2,Cautela
5344,,PC,,6000.0,Accordabile,Regolari,23.0,0.0,"4984,24","698,73",4,Affidabile
5345,S.r.l.,PR,9313/07,0.0,Non accordabile,Regolari,22.0,0.0,"6092,22","1538,7",2,Cautela
5346,,PR,,3425.0,Accordabile,Prevalentemente regolari,22.0,73.0,"-426,43",-171,4,Affidabile
5347,Indiv.,PC,56102/07,2500.0,Accordabile,Regolari,24.0,9.0,"2177,69",0,4,Affidabile
5348,,PC,,6000.0,Accordabile,Regolari,24.0,0.0,"421,41",0,4,Affidabile
5349,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"471,5",0,4,Affidabile
5350,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"450,18",0,4,Affidabile
5351,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"4180,64","334,42",4,Affidabile
5352,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"432,79","28,01",4,Affidabile
5353,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"740,28","53,79",4,Affidabile
5354,,PC,,6000.0,Accordabile,Regolari,23.0,0.0,"436,38","28,01",4,Affidabile
5355,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,524,"41,38",4,Affidabile
5356,Semplice,BS,0141/07,7250.0,Accordabile,Regolari,23.0,0.0,"11724,33","873,71",4,Affidabile
5357,Indiv.,PR,47199/07,3112.0,Accordabile,Regolari,24.0,-6.0,"1535,37",0,4,Affidabile
5358,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"540,06",0,4,Affidabile
5359,Indiv.,LO,960201/07,3000.0,Accordabile,Regolari,23.0,0.0,"447,38","50,84",4,Affidabile
5360,S.r.l.,PR,2893/07,3375.0,Accordabile,Regolari,22.0,0.0,"16990,51","2193,16",4,Affidabile
5361,S.r.l.,PR,681/07,15000.0,Accordabile,Regolari,23.0,0.0,"839,9","94,79",4,Affidabile
5362,S.n.c.,BS,47732/07,8100.0,Accordabile,Regolari,26.0,0.0,"2371,92","272,66",4,Affidabile
5363,S.a.s.,RE,,1500.0,Accordabile,Ritardi significativi,23.0,693.0,"1297,34",0,4,Affidabile
5364,S.a.s.,PR,563/07,2100.0,Accordabile,Dilazionati,23.0,42.0,"5269,94","640,77",4,Affidabile
5365,S.r.l.,MI,289209/07,102600.0,Accordabile,Regolari,22.0,0.0,"22112,79","5086,7",4,Affidabile
5366,,PR,,4766.0,Accordabile,Regolari,22.0,22.0,"689,4","51,25",4,Affidabile
5367,Indiv.,PR,015/07,0.0,Non accordabile,Prevalentemente regolari,23.0,0.0,"279,58","18,81",1,Non affidabile
5368,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"460,9","34,88",4,Affidabile
5369,,PC,,,No negativita,Regolari,23.0,0.0,"1324,29","58,24",3,No negativita'
5370,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1534,64",0,4,Affidabile
5371,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"588,55",0,4,Affidabile
5372,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"309,8",0,4,Affidabile
5373,,PR,,3400.0,Accordabile,Regolari,25.0,74.0,"2169,06",0,4,Affidabile
5374,,PR,,6000.0,Accordabile,Regolari,24.0,6.0,"639,63",0,4,Affidabile
5375,,PR,,5000.0,Accordabile,Regolari,24.0,12.0,"380,42",0,4,Affidabile
5376,Indiv.,CR,561011/07,0.0,Non accordabile,Ritardi,22.0,387.0,"2242,92",0,6,Non operativa
5377,Indiv.,PC,4723/07,6600.0,Accordabile,Regolari,268.0,34.0,"9583,57","599,46",4,Affidabile
5378,S.r.l.u.s.,RN,25121/07,1392000.0,Accordabile,Regolari,-1.0,-1.0,"3617,94",0,4,Affidabile
5379,S.r.l.,PR,81291/07,5340.0,Accordabile,Regolari,23.0,0.0,"1815,31","233,18",4,Affidabile
5380,Indiv.,PR,461901/07,2500.0,Accordabile,Regolari,23.0,0.0,"9039,7","934,08",4,Affidabile
5381,S.r.l.,PR,9312/07,3000.0,Accordabile,Regolari,21.0,0.0,"6983,63","1850,55",4,Affidabile
5382,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"577,83",0,4,Affidabile
5383,S.a.s.,PC,453101/07,27500.0,Accordabile,Regolari,21.0,0.0,"4904,31","685,65",4,Affidabile
5384,Indiv.,PC,47793/07,3000.0,Accordabile,Regolari,24.0,0.0,"475,77",0,4,Affidabile
5385,Indiv.,PC,563/07,2500.0,Accordabile,Prevalentemente regolari,21.0,6.0,"2087,37","391,68",4,Affidabile
5386,S.n.c.,CR,4721/07,30000.0,Accordabile,Regolari,-1.0,-1.0,"2371,75",0,4,Affidabile
5387,S.r.l.s.,CR,10711/07,3000.0,Accordabile,Regolari,0.0,0.0,"1875,73",0,4,Affidabile
5388,,PC,,6000.0,Accordabile,Regolari,23.0,0.0,"10328,72","819,36",4,Affidabile
5389,Consortile,RE,461904/07,71400.0,Accordabile,Regolari,23.0,0.0,"1458,93","139,42",4,Affidabile
5390,S.r.l.,BS,0121/07,8001.0,Da ridurre,Regolari,23.0,-1.0,"38191,35","8872,55",4,Affidabile
5391,,PC,,6000.0,Accordabile,Regolari,24.0,0.0,"7516,16","254,01",4,Affidabile
5392,S.r.l.,PC,6201/07,3000.0,Accordabile,Regolari,22.0,0.0,"3018,61","362,85",4,Affidabile
5393,S.r.l.,MN,561011/07,0.0,Non accordabile,,26.0,886.0,"4349,41",0,6,Non operativa
5394,Indiv.,PC,9603/07,3000.0,Accordabile,Regolari,24.0,0.0,"1172,15","44,95",4,Affidabile
5395,Consorzio,PR,4212/07,10000.0,Accordabile,Prevalentemente regolari,-1.0,-1.0,-3650,-3650,4,Affidabile
5396,S.r.l.,MB,4711/07,8700.0,Accordabile,Regolari,23.0,0.0,"24339,31","1919,73",4,Affidabile
5397,S.a.s.,RO,25932/07,127800.0,Accordabile,Regolari,23.0,0.0,"51801,88","8467,78",4,Affidabile
5398,,PR,,2500.0,Da ridurre,Regolari,21.0,145.0,"9123,99","1523,04",4,Affidabile
5399,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"2701,4","170,53",4,Affidabile
5400,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"867,29","91,72",4,Affidabile
5401,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"542,71","46,77",4,Affidabile
5402,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"486,59","38,06",4,Affidabile
5403,,PR,,5000.0,Accordabile,Regolari,21.0,0.0,"367,1","31,31",4,Affidabile
5404,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"332,08",0,4,Affidabile
5405,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"341,17",0,4,Affidabile
5406,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"362,34",0,4,Affidabile
5407,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"343,58",0,4,Affidabile
5408,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"421,23",0,4,Affidabile
5409,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"323,42",0,4,Affidabile
5410,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"3646,76","654,52",4,Affidabile
5411,Indiv.,MN,,5000.0,Accordabile,Dilazionati,-1.0,-1.0,"636,68",0,4,Affidabile
5412,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"4608,23","534,04",4,Affidabile
5413,S.a.s.,PR,56103/07,4020.0,Accordabile,Regolari,23.0,0.0,"8481,63","610,5",4,Affidabile
5414,,PR,,5000.0,Accordabile,Regolari,24.0,9.0,"958,41",0,4,Affidabile
5415,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"1500,58","268,09",4,Affidabile
5416,,PR,,5000.0,Accordabile,Regolari,24.0,9.0,"980,79",0,4,Affidabile
5417,S.r.l.,PC,4311/07,19200.0,Accordabile,Regolari,22.0,0.0,"4257,38","102,14",4,Affidabile
5418,S.p.A.,PC,5813/07,91500.0,Accordabile,Regolari,22.0,0.0,"82942,2","8757,79",4,Affidabile
5419,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"3779,9","431,69",4,Affidabile
5420,,PR,,6000.0,Accordabile,Regolari,24.0,9.0,"1032,79",0,4,Affidabile
5421,S.r.l.,PC,329919/07,0.0,Da approfondire,Regolari,22.0,7.0,"10726,65","1459,02",4,Affidabile
5422,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"3300,18","420,29",4,Affidabile
5423,Semplice,BS,015/07,2500.0,Da ridurre,Prevalentemente regolari,23.0,0.0,"48570,67","4888,89",4,Affidabile
5424,,PR,,0.0,Non accordabile,Ritardi significativi,26.0,640.0,"10633,08",0,2,Cautela
5425,Indiv.,PC,56103/07,3000.0,Accordabile,Regolari,22.0,0.0,"3978,32","63,07",4,Affidabile
5426,Indiv.,PC,563/07,0.0,Non accordabile,,25.0,1047.0,"1616,99",0,6,Non operativa
5427,S.r.l.,RN,93293/07,23100.0,Accordabile,Regolari,24.0,2.0,"736,6","119,7",4,Affidabile
5427,S.r.l.,RN,93293/07,23100.0,Accordabile,Regolari,24.0,2.0,"736,6","119,7",4,Affidabile
5428,Indiv.,CR,96012/07,2483.0,Da ridurre,Regolari,23.0,16.0,"13659,3","2173,5",4,Affidabile
5429,S.r.l.,PR,56102/07,1500.0,Accordabile,Prevalentemente regolari,0.0,62.0,"522,76",0,2,Cautela
5430,S.r.l.,PR,563/07,2237.0,Accordabile,Prevalentemente regolari,23.0,31.0,"5440,68","423,2",4,Affidabile
5431,S.r.l.,PC,432101/07,4200.0,Accordabile,Regolari,23.0,0.0,"8427,37","1114,31",4,Affidabile
5432,S.r.l.s.,MI,52219/07,0.0,Non accordabile,Ritardi significativi,23.0,783.0,"1868,42",0,2,Cautela
5433,Indiv.,PR,6831/07,3000.0,Accordabile,Regolari,24.0,0.0,"979,07",0,4,Affidabile
5434,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"721,5","49,34",4,Affidabile
5435,Ente,TO,85592/07,3000.0,Accordabile,Regolari,30.0,0.0,"22903,27",0,4,Affidabile
5436,,TO,,5000.0,Da ridurre,Regolari,31.0,9.0,"21559,05","6426,49",4,Affidabile
5437,,TO,,6000.0,Accordabile,Regolari,30.0,-2.0,"17456,05",0,4,Affidabile
5438,,TO,,5000.0,Accordabile,Regolari,31.0,-16.0,"7042,44","1721,28",4,Affidabile
5439,,TO,,2500.0,Da ridurre,Dilazionati,31.0,130.0,"26497,99","7496,78",4,Affidabile
5439,,TO,,2500.0,Da ridurre,Dilazionati,31.0,130.0,"26497,99","7496,78",4,Affidabile
5440,S.r.l.,TO,682001/07,595000.0,Accordabile,Regolari,-1.0,-1.0,"1484,66",0,4,Affidabile
5441,S.p.A.,BZ,451101/07,985000.0,Accordabile,Prevalentemente regolari,-1.0,-1.0,"6727,04",0,4,Affidabile
5442,,TO,,6000.0,Da ridurre,Regolari,30.0,0.0,"28256,63","7622,62",4,Affidabile
5443,S.r.l.,TO,28293/07,50001.0,Accordabile,Regolari,31.0,0.0,"31895,37","16680,64",4,Affidabile
5444,,CR,,6000.0,Accordabile,Regolari,24.0,0.0,"1262,14",0,4,Affidabile
5445,S.r.l.,PC,631119/07,0.0,Non accordabile,Regolari,23.0,0.0,"2873,5","388,88",1,Non affidabile
